profile,step,action,correct,response_time,skill,recent_accuracy,confidence,blend_weight,reward,q_before,q_after,p_stat,p_rl,hybrid_policy,reward_components
average,63,MEDIUM,True,3.73,0.5013,0.8,0.7313,0.6822,1.3792,0.0,0.2069,"{""EASY"": 0.4375, ""MEDIUM"": 0.4723, ""HARD"": 0.0902}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7985, ""MEDIUM"": 0.1615, ""HARD"": 0.04}","{""r_acc"": 1.0, ""r_time"": 0.2470597328916001, ""r_prog"": 0.1, ""r_mom"": 0.032151273753163435, ""total"": 1.3792110066447636}"
average,64,HARD,False,7.19,0.4928,0.6,0.6357,0.6619,-0.3038,0.0,-0.0456,"{""EASY"": 0.426, ""MEDIUM"": 0.4755, ""HARD"": 0.0984}","{""EASY"": 0.0167, ""MEDIUM"": 0.0167, ""HARD"": 0.9667}","{""EASY"": 0.1551, ""MEDIUM"": 0.1718, ""HARD"": 0.6731}","{""r_acc"": -0.5, ""r_time"": 0.19619569911169896, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.303804300888301}"
average,65,EASY,True,8.52,0.5066,0.6,0.6377,0.595,1.2042,0.0,0.1806,"{""EASY"": 0.4022, ""MEDIUM"": 0.2721, ""HARD"": 0.3257}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7381, ""MEDIUM"": 0.1201, ""HARD"": 0.1418}","{""r_acc"": 1.0, ""r_time"": 0.17208803960775265, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.2042393133609162}"
average,66,EASY,True,6.22,0.5197,0.6,0.6633,0.5964,1.2698,0.0,0.2383,"{""EASY"": 0.5883, ""MEDIUM"": 0.3068, ""HARD"": 0.1049}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8139, ""MEDIUM"": 0.1338, ""HARD"": 0.0523}","{""r_acc"": 1.0, ""r_time"": 0.21156445729150455, ""r_prog"": 0.0, ""r_mom"": 0.05827829453479101, ""total"": 1.2698427518262956}"
average,67,EASY,True,3.3,0.5324,0.8,0.7389,0.6143,1.3256,0.3544,0.5001,"{""EASY"": 0.583, ""MEDIUM"": 0.3078, ""HARD"": 0.1092}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8187, ""MEDIUM"": 0.129, ""HARD"": 0.0523}","{""r_acc"": 1.0, ""r_time"": 0.2494228810908891, ""r_prog"": 0.0, ""r_mom"": 0.07615941559557649, ""total"": 1.3255822966864657}"
average,68,MEDIUM,True,5.89,0.5551,0.8,0.7527,0.6673,1.399,0.0,0.2098,"{""EASY"": 0.4355, ""MEDIUM"": 0.4499, ""HARD"": 0.1147}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7899, ""MEDIUM"": 0.1608, ""HARD"": 0.0493}","{""r_acc"": 1.0, ""r_time"": 0.21197944687457643, ""r_prog"": 0.1, ""r_mom"": 0.0870061661742672, ""total"": 1.3989856130488436}"
average,69,MEDIUM,True,10.03,0.5762,1.0,0.9318,0.6769,1.3299,0.2098,0.4251,"{""EASY"": 0.4031, ""MEDIUM"": 0.4802, ""HARD"": 0.1166}","{""EASY"": 0.0167, ""MEDIUM"": 0.9667, ""HARD"": 0.0167}","{""EASY"": 0.1416, ""MEDIUM"": 0.8095, ""HARD"": 0.049}","{""r_acc"": 1.0, ""r_time"": 0.1368318305486113, ""r_prog"": 0.1, ""r_mom"": 0.09311096086675777, ""total"": 1.3299427914153692}"
average,70,EASY,True,15.64,0.5865,1.0,0.8956,0.8,1.1479,0.35,0.4697,"{""EASY"": 0.3943, ""MEDIUM"": 0.4814, ""HARD"": 0.1243}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8522, ""MEDIUM"": 0.1096, ""HARD"": 0.0382}","{""r_acc"": 1.0, ""r_time"": 0.051540919430339324, ""r_prog"": 0.0, ""r_mom"": 0.09640275800758169, ""total"": 1.147943677437921}"
average,71,EASY,True,8.77,0.5965,1.0,0.9044,0.7769,1.261,0.0,0.216,"{""EASY"": 0.5575, ""MEDIUM"": 0.3102, ""HARD"": 0.1324}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8754, ""MEDIUM"": 0.0821, ""HARD"": 0.0425}","{""r_acc"": 1.0, ""r_time"": 0.1628394682029534, ""r_prog"": 0.0, ""r_mom"": 0.09813680813098667, ""total"": 1.26097627633394}"
average,72,EASY,True,8.3,0.606,1.0,0.9332,0.7831,1.2703,0.1991,0.3598,"{""EASY"": 0.5538, ""MEDIUM"": 0.3101, ""HARD"": 0.1361}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8771, ""MEDIUM"": 0.0803, ""HARD"": 0.0426}","{""r_acc"": 1.0, ""r_time"": 0.17122240514472084, ""r_prog"": 0.0, ""r_mom"": 0.0990390494225681, ""total"": 1.270261454567289}"
average,73,EASY,False,15.28,0.5669,0.8,0.7528,0.8,-0.4424,0.0,-0.0664,"{""EASY"": 0.4028, ""MEDIUM"": 0.4541, ""HARD"": 0.1431}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8539, ""MEDIUM"": 0.1042, ""HARD"": 0.042}","{""r_acc"": -0.5, ""r_time"": 0.05760462343739422, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.4423953765626058}"
average,74,MEDIUM,False,1.0,0.5379,0.6,0.6021,0.677,-0.2348,0.0,-0.0108,"{""EASY"": 0.42, ""MEDIUM"": 0.4525, ""HARD"": 0.1275}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7901, ""MEDIUM"": 0.1575, ""HARD"": 0.0525}","{""r_acc"": -0.5, ""r_time"": 0.26524803331413865, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.23475196668586135}"
average,75,EASY,False,11.49,0.5,0.4,0.6073,0.5715,-0.3858,0.1806,0.0957,"{""EASY"": 0.4104, ""MEDIUM"": 0.479, ""HARD"": 0.1106}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7283, ""MEDIUM"": 0.2148, ""HARD"": 0.0569}","{""r_acc"": -0.5, ""r_time"": 0.1141566097208031, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.3858433902791969}"
average,76,MEDIUM,True,5.25,0.525,0.4,0.5927,0.5751,1.3488,0.0,0.2698,"{""EASY"": 0.5909, ""MEDIUM"": 0.3062, ""HARD"": 0.1029}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.807, ""MEDIUM"": 0.1397, ""HARD"": 0.0533}","{""r_acc"": 1.0, ""r_time"": 0.21663052453670306, ""r_prog"": 0.1, ""r_mom"": 0.032151273753163435, ""total"": 1.3487817982898667}"
average,77,EASY,True,11.28,0.5374,0.4,0.5974,0.5649,1.1725,0.5001,0.6009,"{""EASY"": 0.4159, ""MEDIUM"": 0.4779, ""HARD"": 0.1062}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.727, ""MEDIUM"": 0.2174, ""HARD"": 0.0556}","{""r_acc"": 1.0, ""r_time"": 0.11425063590621443, ""r_prog"": 0.0, ""r_mom"": 0.05827829453479101, ""total"": 1.1725289304410056}"
average,78,HARD,False,13.07,0.5272,0.4,0.6035,0.5682,-0.4124,0.0,-0.0619,"{""EASY"": 0.5761, ""MEDIUM"": 0.3089, ""HARD"": 0.115}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.798, ""MEDIUM"": 0.1429, ""HARD"": 0.0591}","{""r_acc"": -0.5, ""r_time"": 0.08763391236624943, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.4123660876337506}"
average,79,HARD,False,14.14,0.5176,0.4,0.6562,0.5724,-0.4256,0.0,-0.0638,"{""EASY"": 0.3893, ""MEDIUM"": 0.2772, ""HARD"": 0.3336}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7198, ""MEDIUM"": 0.128, ""HARD"": 0.1522}","{""r_acc"": -0.5, ""r_time"": 0.07438525845217903, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.425614741547821}"
average,80,EASY,True,7.8,0.5303,0.6,0.6476,0.6093,1.2099,0.0,0.1815,"{""EASY"": 0.3929, ""MEDIUM"": 0.2758, ""HARD"": 0.3313}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7425, ""MEDIUM"": 0.1179, ""HARD"": 0.1396}","{""r_acc"": 1.0, ""r_time"": 0.17772559453505007, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.2098768682882135}"
average,81,EASY,True,5.96,0.5425,0.6,0.6525,0.6033,1.2666,0.0,0.2711,"{""EASY"": 0.5788, ""MEDIUM"": 0.3085, ""HARD"": 0.1126}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8128, ""MEDIUM"": 0.1324, ""HARD"": 0.0547}","{""r_acc"": 1.0, ""r_time"": 0.20831234082871097, ""r_prog"": 0.0, ""r_mom"": 0.05827829453479101, ""total"": 1.266590635363502}"
average,82,EASY,True,15.97,0.5543,0.6,0.6446,0.6068,1.1266,0.6009,0.6798,"{""EASY"": 0.5741, ""MEDIUM"": 0.3092, ""HARD"": 0.1167}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8123, ""MEDIUM"": 0.1317, ""HARD"": 0.056}","{""r_acc"": 1.0, ""r_time"": 0.050420421138010894, ""r_prog"": 0.0, ""r_mom"": 0.07615941559557649, ""total"": 1.1265798367335873}"
average,83,EASY,True,7.83,0.5655,0.8,0.7316,0.6012,1.263,0.0,0.238,"{""EASY"": 0.4932, ""MEDIUM"": 0.3646, ""HARD"": 0.1422}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7779, ""MEDIUM"": 0.1554, ""HARD"": 0.0667}","{""r_acc"": 1.0, ""r_time"": 0.1759687224309784, ""r_prog"": 0.0, ""r_mom"": 0.0870061661742672, ""total"": 1.2629748886052456}"
average,84,EASY,True,12.68,0.5763,1.0,0.9263,0.6621,1.1839,0.3598,0.5126,"{""EASY"": 0.4206, ""MEDIUM"": 0.4524, ""HARD"": 0.127}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7822, ""MEDIUM"": 0.1639, ""HARD"": 0.0539}","{""r_acc"": 1.0, ""r_time"": 0.09082368901183575, ""r_prog"": 0.0, ""r_mom"": 0.09311096086675777, ""total"": 1.1839346498785934}"
average,85,EASY,True,13.88,0.5867,1.0,0.9332,0.7984,1.1711,0.216,0.3885,"{""EASY"": 0.4158, ""MEDIUM"": 0.453, ""HARD"": 0.1312}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8556, ""MEDIUM"": 0.1046, ""HARD"": 0.0398}","{""r_acc"": 1.0, ""r_time"": 0.07470674556899451, ""r_prog"": 0.0, ""r_mom"": 0.09640275800758169, ""total"": 1.1711095035765762}"
average,86,EASY,True,9.03,0.5966,1.0,0.949,0.8,1.2541,0.3885,0.5875,"{""EASY"": 0.4112, ""MEDIUM"": 0.4535, ""HARD"": 0.1353}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8556, ""MEDIUM"": 0.104, ""HARD"": 0.0404}","{""r_acc"": 1.0, ""r_time"": 0.1559239312229259, ""r_prog"": 0.0, ""r_mom"": 0.09813680813098667, ""total"": 1.2540607393539125}"
average,87,EASY,True,11.6,0.6062,1.0,0.959,0.8,1.2105,0.5126,0.6173,"{""EASY"": 0.4069, ""MEDIUM"": 0.4538, ""HARD"": 0.1393}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8547, ""MEDIUM"": 0.1041, ""HARD"": 0.0412}","{""r_acc"": 1.0, ""r_time"": 0.11146996650474378, ""r_prog"": 0.0, ""r_mom"": 0.0990390494225681, ""total"": 1.210509015927312}"
average,88,EASY,True,9.09,0.6153,1.0,0.9656,0.8,1.2583,-0.0664,0.1323,"{""EASY"": 0.4027, ""MEDIUM"": 0.4541, ""HARD"": 0.1432}","{""EASY"": 0.0167, ""MEDIUM"": 0.0167, ""HARD"": 0.9667}","{""EASY"": 0.0939, ""MEDIUM"": 0.1042, ""HARD"": 0.802}","{""r_acc"": 1.0, ""r_time"": 0.15879225251465937, ""r_prog"": 0.0, ""r_mom"": 0.09950547536867305, ""total"": 1.2582977278833325}"
average,89,MEDIUM,True,11.4,0.6319,1.0,0.9671,0.8,1.3136,0.0,0.2149,"{""EASY"": 0.3987, ""MEDIUM"": 0.4543, ""HARD"": 0.147}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8531, ""MEDIUM"": 0.1042, ""HARD"": 0.0427}","{""r_acc"": 1.0, ""r_time"": 0.11381161431759168, ""r_prog"": 0.1, ""r_mom"": 0.09974579674738374, ""total"": 1.3135574110649755}"
average,90,MEDIUM,False,3.75,0.6002,0.8,0.7449,0.8,-0.2572,0.2149,0.1441,"{""EASY"": 0.3713, ""MEDIUM"": 0.4826, ""HARD"": 0.1461}","{""EASY"": 0.0167, ""MEDIUM"": 0.9667, ""HARD"": 0.0167}","{""EASY"": 0.0876, ""MEDIUM"": 0.8699, ""HARD"": 0.0425}","{""r_acc"": -0.5, ""r_time"": 0.24281538712380987, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.2571846128761901}"
average,91,EASY,False,5.72,0.5611,0.6,0.6371,0.6715,-0.288,0.0,-0.0432,"{""EASY"": 0.3843, ""MEDIUM"": 0.4822, ""HARD"": 0.1335}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7753, ""MEDIUM"": 0.1696, ""HARD"": 0.055}","{""r_acc"": -0.5, ""r_time"": 0.21196963050993742, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.28803036949006255}"
average,92,EASY,True,11.32,0.5721,0.6,0.638,0.596,1.1383,0.0,0.2073,"{""EASY"": 0.567, ""MEDIUM"": 0.3098, ""HARD"": 0.1232}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8052, ""MEDIUM"": 0.1351, ""HARD"": 0.0597}","{""r_acc"": 1.0, ""r_time"": 0.10615657051124082, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.1383078442644043}"
average,93,HARD,False,9.41,0.5602,0.4,0.6381,0.5966,-0.3587,-0.0619,-0.07,"{""EASY"": 0.5628, ""MEDIUM"": 0.3101, ""HARD"": 0.1271}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8038, ""MEDIUM"": 0.135, ""HARD"": 0.0612}","{""r_acc"": -0.5, ""r_time"": 0.1413129664760523, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.3586870335239477}"
average,94,HARD,False,12.97,0.5488,0.2,0.7285,0.5966,-0.4222,0.0,-0.0633,"{""EASY"": 0.3772, ""MEDIUM"": 0.281, ""HARD"": 0.3418}","{""EASY"": 0.0167, ""MEDIUM"": 0.9667, ""HARD"": 0.0167}","{""EASY"": 0.1621, ""MEDIUM"": 0.6901, ""HARD"": 0.1478}","{""r_acc"": -0.5, ""r_time"": 0.07780552437917039, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.4221944756208296}"
average,95,EASY,True,6.46,0.5603,0.4,0.6516,0.6599,1.2291,0.0,0.2761,"{""EASY"": 0.3813, ""MEDIUM"": 0.2798, ""HARD"": 0.3389}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7676, ""MEDIUM"": 0.1061, ""HARD"": 0.1263}","{""r_acc"": 1.0, ""r_time"": 0.19690814458074818, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.2290594183339116}"
average,96,EASY,True,12.1,0.5713,0.6,0.6676,0.6061,1.1498,0.6798,0.7503,"{""EASY"": 0.5673, ""MEDIUM"": 0.3098, ""HARD"": 0.1229}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8093, ""MEDIUM"": 0.1321, ""HARD"": 0.0585}","{""r_acc"": 1.0, ""r_time"": 0.09154335827589656, ""r_prog"": 0.0, ""r_mom"": 0.05827829453479101, ""total"": 1.1498216528106877}"
average,97,EASY,False,7.36,0.5326,0.4,0.6592,0.6173,-0.3212,0.0,-0.0117,"{""EASY"": 0.5631, ""MEDIUM"": 0.31, ""HARD"": 0.1268}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8123, ""MEDIUM"": 0.1289, ""HARD"": 0.0588}","{""r_acc"": -0.5, ""r_time"": 0.17882877041803896, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.32117122958196104}"
average,98,MEDIUM,False,4.74,0.5055,0.4,0.6379,0.6114,-0.2752,0.2698,0.1881,"{""EASY"": 0.5048, ""MEDIUM"": 0.3622, ""HARD"": 0.133}","{""EASY"": 0.0167, ""MEDIUM"": 0.9667, ""HARD"": 0.0167}","{""EASY"": 0.2063, ""MEDIUM"": 0.7318, ""HARD"": 0.0619}","{""r_acc"": -0.5, ""r_time"": 0.2247814491151914, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.2752185508848086}"
average,99,EASY,True,6.67,0.5187,0.6,0.6458,0.5965,1.2239,0.0,0.2158,"{""EASY"": 0.4242, ""MEDIUM"": 0.476, ""HARD"": 0.0998}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7478, ""MEDIUM"": 0.202, ""HARD"": 0.0502}","{""r_acc"": 1.0, ""r_time"": 0.19175557686000125, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.2239068506131647}"
fast_learning,0,EASY,True,8.78,0.5134,1.0,0.15,0.15,1.1822,0.0,0.1773,"{""EASY"": 0.4266, ""MEDIUM"": 0.4754, ""HARD"": 0.098}","{""EASY"": 0.8333, ""MEDIUM"": 0.0833, ""HARD"": 0.0833}","{""EASY"": 0.4876, ""MEDIUM"": 0.4166, ""HARD"": 0.0958}","{""r_acc"": 1.0, ""r_time"": 0.15, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.1821512737531634}"
fast_learning,1,EASY,False,8.94,0.4764,0.5,0.2982,0.1552,-0.35,0.0,-0.0525,"{""EASY"": 0.5855, ""MEDIUM"": 0.3074, ""HARD"": 0.1071}","{""EASY"": 0.8383, ""MEDIUM"": 0.0808, ""HARD"": 0.0808}","{""EASY"": 0.6248, ""MEDIUM"": 0.2722, ""HARD"": 0.103}","{""r_acc"": -0.5, ""r_time"": 0.15, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.35}"
fast_learning,2,EASY,False,6.39,0.441,0.3333,0.3543,0.1709,-0.2,0.0,-0.03,"{""EASY"": 0.6006, ""MEDIUM"": 0.3037, ""HARD"": 0.0957}","{""EASY"": 0.8432, ""MEDIUM"": 0.0784, ""HARD"": 0.0784}","{""EASY"": 0.642, ""MEDIUM"": 0.2652, ""HARD"": 0.0927}","{""r_acc"": -0.5, ""r_time"": 0.29999999999997645, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.20000000000002355}"
fast_learning,3,MEDIUM,False,14.19,0.4203,0.25,0.4155,0.1872,-0.4985,0.0,-0.0748,"{""EASY"": 0.6002, ""MEDIUM"": 0.3107, ""HARD"": 0.0891}","{""EASY"": 0.8479, ""MEDIUM"": 0.0761, ""HARD"": 0.0761}","{""EASY"": 0.6466, ""MEDIUM"": 0.2668, ""HARD"": 0.0866}","{""r_acc"": -0.5, ""r_time"": 0.001531300620435204, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.4984686993795648}"
fast_learning,4,MEDIUM,True,5.01,0.4499,0.4,0.3896,0.2082,1.3819,0.0,0.2073,"{""EASY"": 0.4614, ""MEDIUM"": 0.4638, ""HARD"": 0.0749}","{""EASY"": 0.8525, ""MEDIUM"": 0.0738, ""HARD"": 0.0738}","{""EASY"": 0.5428, ""MEDIUM"": 0.3826, ""HARD"": 0.0747}","{""r_acc"": 1.0, ""r_time"": 0.24974269988165543, ""r_prog"": 0.1, ""r_mom"": 0.032151273753163435, ""total"": 1.381893973634819}"
fast_learning,5,EASY,False,9.39,0.4161,0.2,0.5363,0.2182,-0.3674,0.0,-0.0551,"{""EASY"": 0.4483, ""MEDIUM"": 0.4687, ""HARD"": 0.083}","{""EASY"": 0.8569, ""MEDIUM"": 0.0716, ""HARD"": 0.0716}","{""EASY"": 0.5375, ""MEDIUM"": 0.3821, ""HARD"": 0.0805}","{""r_acc"": -0.5, ""r_time"": 0.13258743849383553, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.36741256150616447}"
fast_learning,6,EASY,False,10.05,0.3844,0.2,0.5871,0.2626,-0.3825,0.0,-0.0574,"{""EASY"": 0.6266, ""MEDIUM"": 0.2944, ""HARD"": 0.079}","{""EASY"": 0.8612, ""MEDIUM"": 0.0694, ""HARD"": 0.0694}","{""EASY"": 0.6882, ""MEDIUM"": 0.2353, ""HARD"": 0.0765}","{""r_acc"": -0.5, ""r_time"": 0.11752310200024386, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.38247689799975615}"
fast_learning,7,EASY,True,6.5,0.4021,0.4,0.5417,0.2939,1.2463,0.0,0.1869,"{""EASY"": 0.641, ""MEDIUM"": 0.2879, ""HARD"": 0.0711}","{""EASY"": 0.8653, ""MEDIUM"": 0.0673, ""HARD"": 0.0673}","{""EASY"": 0.7069, ""MEDIUM"": 0.2231, ""HARD"": 0.07}","{""r_acc"": 1.0, ""r_time"": 0.2141216377316047, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.2462729114847682}"
fast_learning,8,EASY,True,12.6,0.4192,0.6,0.6004,0.3017,1.1135,0.0,0.167,"{""EASY"": 0.5787, ""MEDIUM"": 0.3347, ""HARD"": 0.0866}","{""EASY"": 0.8694, ""MEDIUM"": 0.0653, ""HARD"": 0.0653}","{""EASY"": 0.6664, ""MEDIUM"": 0.2534, ""HARD"": 0.0801}","{""r_acc"": 1.0, ""r_time"": 0.0552514786584184, ""r_prog"": 0.0, ""r_mom"": 0.05827829453479101, ""total"": 1.1135297731932094}"
fast_learning,9,EASY,False,4.62,0.3873,0.4,0.6473,0.3391,-0.2503,0.0,-0.0375,"{""EASY"": 0.5686, ""MEDIUM"": 0.3396, ""HARD"": 0.0919}","{""EASY"": 0.8733, ""MEDIUM"": 0.0634, ""HARD"": 0.0634}","{""EASY"": 0.6719, ""MEDIUM"": 0.2459, ""HARD"": 0.0822}","{""r_acc"": -0.5, ""r_time"": 0.2496859831644504, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.2503140168355496}"
fast_learning,10,EASY,False,7.45,0.3578,0.4,0.6442,0.3766,-0.32,0.0,-0.048,"{""EASY"": 0.5876, ""MEDIUM"": 0.3302, ""HARD"": 0.0822}","{""EASY"": 0.8771, ""MEDIUM"": 0.0615, ""HARD"": 0.0615}","{""EASY"": 0.6966, ""MEDIUM"": 0.229, ""HARD"": 0.0744}","{""r_acc"": -0.5, ""r_time"": 0.17998529157580687, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.3200147084241931}"
fast_learning,11,EASY,False,10.23,0.3306,0.4,0.6439,0.398,-0.3932,0.0,-0.059,"{""EASY"": 0.6058, ""MEDIUM"": 0.3204, ""HARD"": 0.0738}","{""EASY"": 0.8808, ""MEDIUM"": 0.0596, ""HARD"": 0.0596}","{""EASY"": 0.7152, ""MEDIUM"": 0.2166, ""HARD"": 0.0682}","{""r_acc"": -0.5, ""r_time"": 0.10679564469285766, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.3932043553071424}"
fast_learning,12,HARD,True,6.13,0.3734,0.4,0.6421,0.4204,1.4467,0.0,0.217,"{""EASY"": 0.623, ""MEDIUM"": 0.3104, ""HARD"": 0.0666}","{""EASY"": 0.0578, ""MEDIUM"": 0.0578, ""HARD"": 0.8844}","{""EASY"": 0.3854, ""MEDIUM"": 0.2042, ""HARD"": 0.4104}","{""r_acc"": 1.0, ""r_time"": 0.21455782439361967, ""r_prog"": 0.2, ""r_mom"": 0.032151273753163435, ""total"": 1.4467090981467832}"
fast_learning,13,MEDIUM,False,6.29,0.3577,0.2,0.7541,0.4421,-0.2932,0.0,-0.044,"{""EASY"": 0.4507, ""MEDIUM"": 0.2463, ""HARD"": 0.303}","{""EASY"": 0.8878, ""MEDIUM"": 0.0561, ""HARD"": 0.0561}","{""EASY"": 0.644, ""MEDIUM"": 0.1622, ""HARD"": 0.1938}","{""r_acc"": -0.5, ""r_time"": 0.20683866528159034, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.29316133471840966}"
fast_learning,14,EASY,True,13.17,0.3762,0.4,0.6498,0.5195,1.0751,0.0,0.1613,"{""EASY"": 0.4894, ""MEDIUM"": 0.451, ""HARD"": 0.0596}","{""EASY"": 0.8912, ""MEDIUM"": 0.0544, ""HARD"": 0.0544}","{""EASY"": 0.6981, ""MEDIUM"": 0.245, ""HARD"": 0.0569}","{""r_acc"": 1.0, ""r_time"": 0.04297554815782701, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.0751268219109906}"
fast_learning,15,EASY,False,12.09,0.3475,0.4,0.6513,0.4911,-0.4302,0.0,-0.0645,"{""EASY"": 0.6448, ""MEDIUM"": 0.286, ""HARD"": 0.0691}","{""EASY"": 0.8945, ""MEDIUM"": 0.0528, ""HARD"": 0.0528}","{""EASY"": 0.7674, ""MEDIUM"": 0.1715, ""HARD"": 0.0611}","{""r_acc"": -0.5, ""r_time"": 0.06978232090178833, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.4302176790982117}"
fast_learning,16,EASY,False,10.02,0.3212,0.4,0.6512,0.5147,-0.3795,0.0,-0.0569,"{""EASY"": 0.6586, ""MEDIUM"": 0.2789, ""HARD"": 0.0626}","{""EASY"": 0.8976, ""MEDIUM"": 0.0512, ""HARD"": 0.0512}","{""EASY"": 0.7816, ""MEDIUM"": 0.1617, ""HARD"": 0.0567}","{""r_acc"": -0.5, ""r_time"": 0.12050310450611702, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.379496895493883}"
